premiseid,premisesname,altpremisesname,customer,tenancyfloororsuite,premisetype,streetnumber,streetname,suburb,state,postcode,latitude,longitude,ratingreferencenumber,ratingtype,ratingscope,certificatevalidto,energystarratingvalue,energygpstarratingvaluenogp,energygreenpowerpercent,energygreenpower,wastestarratingvalue,ieqstarratingvalue,ghgemissionsscope123withrenewableelectricity,ghgemissionsscope123withoutrenewableelectricity,ghgemissionsscope123perm2withrenewableelectricity,ghgemissionsscope123perm2withoutrenewableelectricity,energyintensitybym2,energyintensitybyroom,ghgemissionsscope123perroom,ghgemissionsscope123perroomnogp,totalenergyuse,carbonneutral,carbonneutralexpirydate,aaastarratingvalue,datacentre_pue,hospitalpeergroup,waterstarratingvalue,waterstarratingvaluenorw,waterrecycledpercent,waterrecycled,waterconsumption,waterconsumptionworw,waterconsumptionperroom,waterconsumptionperroomnorw,waterintensity,waterintensitynorw,thermalcomfortscore,airqualityscore,acousticcomfortscore,lightingscore,officelayoutscore,recyclerate,wasteintensity,apartmentbuildingstotalnumberofapartments,agedcaretotalbeds,hotelratedguestrooms,officeratedarea,shoppingcentresratedarea,ratedsitearea_cl_rl_wc,ratedelectricity,ratedgas,gasandlpg_rei%,rateddiesel,diesel_rei%,reiresult_%,reiresult1dp_%,totalrenewableelectricity_kwh,nonrenewableelectricity_kwh,nonrenewableelectricity_rei%,onsitepvcapacity_kw,onsiterenewableelectricity_kwh,onsiterenewableelectricity_rei%,retandstateterritorytargets_kwh,retandstateterritorytargets_rei%,greenpower_kwh,greenpower_rei%,othervoluntarypurchases_kwh,othervoluntarypurchases_rei%,combined_column,_merge
10380,South Australian Emergency Services Headquarters,South Australian Emergency Services Headquarters,Charter Hall Real Estate Management Services (SA) Pty Ltd,NULL,Office,37,Richmond Road,KESWICK TERMINAL,SA,5035,-34.94047971,138.5794568,N67783,Indoor Environment,Base Building,2024-09-15 00:00:00,NULL,NULL,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NO,2024-09-15 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,93.1,96.5,100,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10380_N67783_Indoor Environment_2024-09-15,both
10423,Innovation Quarter (Iq),Innovation Quarter (Iq),Charter Hall Limited,NULL,Office,160,Hawkesbury Road,WESTMEAD,NSW,2145,-33.8065245,150.9873119,N67321,Indoor Environment,Base Building,2024-05-26 00:00:00,NULL,NULL,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NO,2024-05-26 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,90.2,93.2,95.3,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10423_N67321_Indoor Environment_2024-05-26,both
1045,Piccadilly Tower,Piccadilly Tower,STOCKLAND TRUST MANAGEMENT LIMITED,NULL,Office,133,Castlereagh Street,SYDNEY,NSW,2000,-33.86925119,151.2094095,N67765,Indoor Environment,Base Building,2024-07-20 00:00:00,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NO,2024-07-20 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,91,89.2,39.6,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1045_N67765_Indoor Environment_2024-07-20,both
10469,83 Pirie Street,83 Pirie Street,Cbus Property Pirie St PL ATF Pirie St Unit Trust,NULL,Office,83,Pirie Street,ADELAIDE,SA,5000,-34.92599455,138.6027114,N68076,Waste,Base Building,2024-10-17 00:00:00,NULL,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NO,2024-10-17 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,85,1.32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10469_N68076_Waste_2024-10-17,both
105,NULL,NULL,Charter Hall Limited,NULL,Office,68,Pitt Street,SYDNEY,NSW,2000,-33.86605152,151.2090421,N67069,Indoor Environment,Base Building,2024-04-18 00:00:00,NULL,NULL,NULL,NULL,NULL,4.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NO,2024-04-18 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,63.4,95.7,69.5,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,105_N67069_Indoor Environment_2024-04-18,both
1060,"1 Margaret Street, Sydney",1 Margaret Street,DEXUS Funds Management Limited As Responsible Entity For The DEXUS Office Trust,NULL,Office,1,Margaret Street,SYDNEY,NSW,2000,-33.86554952,151.204564,N67389,Indoor Environment,Base Building,2024-07-11 00:00:00,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NO,2024-07-11 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,69.4,95,83,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1060_N67389_Indoor Environment_2024-07-11,both
1060,"1 Margaret Street, Sydney","1 Margaret Street, Sydney",DEXUS Funds Management Limited As Responsible Entity For DEXUS Office Trust,NULL,Office,1,Margaret Street,SYDNEY,NSW,2000,-33.86554952,151.204564,N63989,Waste,Base Building,2024-03-24 00:00:00,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NO,2024-03-24 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,32,2.27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1060_N63989_Waste_2024-03-24,both
1063,530 Collins Street,530 Collins Street,The GPT Group,NULL,Office,530,Collins Street,MELBOURNE,VIC,3000,,,N68035,Waste,Base Building,2024-11-09 00:00:00,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NO,2024-11-09 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35,2.49,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1063_N68035_Waste_2024-11-09,both
1065,Melbourne Central,Melbourne Central,The GPT Group,NULL,Office,360,Elizabeth Street,MELBOURNE,VIC,3000,-37.81095205,144.9619305,N67744,Indoor Environment,Base Building,2024-08-04 00:00:00,NULL,NULL,NULL,NULL,NULL,3.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NO,2024-08-04 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,29.1,89,100,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1065_N67744_Indoor Environment_2024-08-04,both
1069,580 George Street,580 George Street,GPT Funds Management Limited,NULL,Office,580,George Street,SYDNEY,NSW,2000,-33.87484944,151.2070517,N65082,Waste,Base Building,2023-12-16 00:00:00,NULL,NULL,NULL,NULL,3.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NO,2023-12-16 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,41,5.55,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1069_N65082_Waste_2023-12-16,both
1069,580 George Street,580 George Street,The GPT Group,NULL,Office,580,George Street,SYDNEY,NSW,2000,-33.87484944,151.2070517,N67749,Indoor Environment,Base Building,2024-07-27 00:00:00,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NO,2024-07-27 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,71.3,100,68.5,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1069_N67749_Indoor Environment_2024-07-27,both
1070,Australia Square Plaza,Australia Square Plaza,DEXUS FUNDS MANAGEMENT LIMITED,NULL,Office,95,Pitt Street,SYDNEY,NSW,2000,-33.86494844,151.2079552,N67814,Indoor Environment,Base Building,2024-07-10 00:00:00,NULL,NULL,NULL,NULL,NULL,5.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NO,2024-07-10 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,76.6,94.2,90.6,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1070_N67814_Indoor Environment_2024-07-10,both
108,Jessie St Centre,Jessie St Centre,Charter Hall Limited,NULL,Office,2-12,Macquarie Street,PARRAMATTA,NSW,2150,-33.81376327,150.9990491,N66636,Indoor Environment,Base Building,2024-03-07 00:00:00,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NO,2024-03-07 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,70.2,88.1,100,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,108_N66636_Indoor Environment_2024-03-07,both
1083,"130 George Street, Parramatta",130 George Street,DEXUS FUNDS MANAGEMENT LIMITED,NULL,Office,130,George Street,PARRAMATTA,NSW,2150,-33.81401945,151.0081991,N67582,Indoor Environment,Base Building,2024-07-01 00:00:00,NULL,NULL,NULL,NULL,NULL,5.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NO,2024-07-01 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,88.5,94.6,76.3,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1083_N67582_Indoor Environment_2024-07-01,both
1083,"130 George Street, Parramatta","130 George Street, Parramatta",DEXUS FUNDS MANAGEMENT LIMITED,NULL,Office,130,George Street,PARRAMATTA,NSW,2150,-33.81401945,151.0081991,N63518,Waste,Base Building,2024-03-13 00:00:00,NULL,NULL,NULL,NULL,2.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NO,2024-03-13 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23,2.31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1083_N63518_Waste_2024-03-13,both
1098,"201 Miller Street, North Sydney","201 Miller Street, North Sydney",The Trustee For 201 Miller Sub Trust,NULL,Office,201,Miller Street,NORTH SYDNEY,NSW,2060,-33.83639857,151.2077658,N67848,Indoor Environment,Base Building,2024-07-27 00:00:00,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NO,2024-07-27 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,64.3,96.2,97.2,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1098_N67848_Indoor Environment_2024-07-27,both
1116,346 Panorama Avenue,346 Panorama Avenue,Property NSW,NULL,Office,346,Panorama Avenue,BATHURST,NSW,2795,-33.43023735,149.5667881,N66332,Waste,Base Building,2024-01-31 00:00:00,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NO,2024-01-31 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,46,1.32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1116_N66332_Waste_2024-01-31,both
1116,346 Panorama Avenue,346 Panorama Avenue,Property NSW,NULL,Office,346,Panorama Avenue,BATHURST,NSW,2795,-33.43023735,149.5667881,N66582,Indoor Environment,Base Building,2024-05-17 00:00:00,NULL,NULL,NULL,NULL,NULL,4.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NO,2024-05-17 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,51.8,99.5,72.4,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1116_N66582_Indoor Environment_2024-05-17,both
1169,111 George St,111 George St,QIC Private Capital Pty Ltd & QIC Infrastructure Management No.2 Pty Ltd,NULL,Office,111,George Street,BRISBANE CITY,QLD,4000,-27.4726058,153.0254749,N66121,Waste,Base Building,2024-02-08 00:00:00,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NO,2024-02-08 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,3.92,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1169_N66121_Waste_2024-02-08,both
1178,7 Macquarie Place,7 Macquarie Place,GPT Property Management Pty Limited,NULL,Office,7,Macquarie Place,SYDNEY,NSW,2000,-33.86273584,151.2098277,N65418,Indoor Environment,Base Building,2023-12-23 00:00:00,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NO,2023-12-23 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,24.3,74.8,7.4,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1178_N65418_Indoor Environment_2023-12-23,both
1178,7 Macquarie Place,7 Macquarie Place,GPT Property Management Pty Limited,NULL,Office,7,Macquarie Place,SYDNEY,NSW,2000,-33.86273584,151.2098277,N68092,Waste,Base Building,2024-11-09 00:00:00,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NO,2024-11-09 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,33,3.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1178_N68092_Waste_2024-11-09,both
1180,43-45 Johnston Street,43-45 Johnston Street,Property NSW,NULL,Office,43-45,Johnston Street,WAGGA WAGGA,NSW,2650,-35.10729827,147.3694666,N66446,Indoor Environment,Base Building,2024-03-21 00:00:00,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NO,2024-03-21 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,40,91.5,56.7,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1180_N66446_Indoor Environment_2024-03-21,both
1195,104-110 Banna Avenue,104-110 Banna Avenue,Property NSW,NULL,Office,104-110,Banna Avenue,GRIFFITH,NSW,2680,-34.28945077,146.0521174,N66189,Waste,Base Building,2024-01-31 00:00:00,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NO,2024-01-31 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27,2.85,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1195_N66189_Waste_2024-01-31,both
1195,104-110 Banna Avenue,104-110 Banna Avenue,Property NSW,NULL,Office,104-110,Banna Avenue,GRIFFITH,NSW,2680,-34.28945077,146.0521174,N66445,Indoor Environment,Base Building,2024-03-22 00:00:00,NULL,NULL,NULL,NULL,NULL,3.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NO,2024-03-22 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,40,85.4,96.3,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1195_N66445_Indoor Environment_2024-03-22,both
1204,101 Collins Street,101 Collins,Commonwealth Superannuation Corporation,NULL,Office,101,Collins Street,MELBOURNE,VIC,3000,,,N63496,Indoor Environment,Base Building,2023-12-23 00:00:00,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NO,2023-12-23 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,87.2,77,72.4,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1204_N63496_Indoor Environment_2023-12-23,both
1204,101 Collins Street,101 Collins,Commonwealth Superannuation Corporation,NULL,Office,101,Collins Street,MELBOURNE,VIC,3000,,,N66046,Waste,Base Building,2023-12-13 00:00:00,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NO,2023-12-13 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,51,2.22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1204_N66046_Waste_2023-12-13,both
1204,101 Collins Street,101 Collins Street,Commonwealth Superannuation Corporation,NULL,Office,101,Collins Street,MELBOURNE,VIC,3000,,,N68069,Indoor Environment,Base Building,2024-10-05 00:00:00,NULL,NULL,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NO,2024-10-05 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,93.2,87.3,95.3,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1204_N68069_Indoor Environment_2024-10-05,both
1210,61 Railway Parade,61 Railway Parade,Property NSW,NULL,Office,61,Railway Parade,LITHGOW,NSW,2790,-33.48062592,150.1544326,N66190,Waste,Base Building,2024-02-02 00:00:00,NULL,NULL,NULL,NULL,1.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NO,2024-02-02 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14,1.19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1210_N66190_Waste_2024-02-02,both
1210,61 Railway Parade,61 Railway Parade,Property NSW,NULL,Office,61,Railway Parade,LITHGOW,NSW,2790,-33.48062592,150.1544326,N66444,Indoor Environment,Base Building,2024-05-17 00:00:00,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NO,2024-05-17 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,86.1,99.3,46.7,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1210_N66444_Indoor Environment_2024-05-17,both
1217,87 Cooper Street,87 Cooper Street,Property NSW,NULL,Office,87,Cooper Street,COOTAMUNDRA,NSW,2590,NULL,NULL,N66194,Waste,Base Building,2024-01-31 00:00:00,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NO,2024-01-31 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,42,3.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1217_N66194_Waste_2024-01-31,both
1217,87 Cooper Street,87 Cooper Street,Property NSW,NULL,Office,87,Cooper Street,COOTAMUNDRA,NSW,2590,NULL,NULL,N66443,Indoor Environment,Base Building,2024-03-21 00:00:00,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NO,2024-03-21 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,82.7,99.1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1217_N66443_Indoor Environment_2024-03-21,both
1222,NULL,NULL,Knight Frank Australia Pty Ltd,NULL,Office,120,Sussex Street,SYDNEY,NSW,2000,-33.8683214,151.2038045,N66704,Indoor Environment,Base Building,2024-04-06 00:00:00,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NO,2024-04-06 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,40,92.8,85.9,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1222_N66704_Indoor Environment_2024-04-06,both
1222,NULL,NULL,LIF PTY LIMITED,NULL,Office,120,Sussex Street,SYDNEY,NSW,2000,-33.8683214,151.2038045,N66647,Waste,Base Building,2024-03-16 00:00:00,NULL,NULL,NULL,NULL,2.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NO,2024-03-16 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27,3.21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1222_N66647_Waste_2024-03-16,both
1236,32 Sulphide Street,32 Sulphide Street,Property NSW,NULL,Office,32,Sulphide Street,BROKEN HILL,NSW,2880,-31.95852414,141.4634448,N66564,Indoor Environment,Base Building,2024-04-04 00:00:00,NULL,NULL,NULL,NULL,NULL,3.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NO,2024-04-04 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,40,88.9,67.5,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1236_N66564_Indoor Environment_2024-04-04,both
